	0	|	5.69±0.1	|	5.7	|	5.7	|	5.73	5.73	|	5.73	|	5.73	|	5.7	|	5.7	|	5.7	|	5.7	|
	1	|	4.74+0.1	|	4.75	|	4.75	|	4.78	4.78	|	4.78	|	4.78	|	4.75	|	4.75	|	4.76	|	4.76	|
	2	|	2.14±0.1	|	2.16	|	2.16	|	2.19	2.19	|	2.19	|	2.19	|	2.16	|	2.16	|	2.16	|	2.16	|
	3	|	- 1.38±0.1	|	-1.37	|	-1.37	|	-1.34	-1.34	|	-1.34	|	-1.34	|	-1.39	|	-1.39	|	-1.36	|	-1.36	|
	4	|	- 2.59±0.1	|	-2.56	|	-2.56	|	-2.58	-2.58	|	-2.58	|	-2.58	|	-2.59	|	-2.59	|	-2.56	|	-2.56	|
	5	|	- 4.3±0.1	|	-4.3	|	-4.3	|	-4.31	-4.31	|	-4.29	|	-4.29	|	-4.31	|	-4.31	|	-4.26	|	-4.26	|
	6	|	- 5.9±0.1	|	-5.86	|	-5.86	|	-5.88	-5.88	|	-5.86	|	-5.86	|	-5.88	|	-5.88	|	-5.85	|	-5.85	|
	7	|	- 7.04 + 0.2	|	- 7.02	|	- 7.02	|	- 7.04	- 7.04	|	- 7.03	|	- 7.03	|	- 7.03	|	- 7.03	|	- 7.02	|	- 7.02	|
